parking_id,name,num_stops_1200m,total_daily_trips,total_routes,nearest_stop_distance_m,avg_walk_distance_m,scenario,buffer_distance_m,has_adequate_transit,trips_per_stop,stops_score,frequency_score,reliability_score,proximity_score,diversity_score,accessibility_score,service_quality,reliability_class,rank_extended
420,"Location (35.0127, -85.2288)",28,2897,28,48,571,extended,1200,True,103.46428571428571,11.67,8.66,100,99.52,4.14,40.86,excellent,High Reliability,174
277,"Location (35.0149, -85.2092)",28,2826,28,37,699,extended,1200,True,100.92857142857143,11.67,8.45,100,99.63,4.14,40.81,excellent,High Reliability,175
158,"Location (35.0185, -85.2388)",28,2898,28,96,580,extended,1200,True,103.5,11.67,8.66,100,99.04,4.14,40.79,excellent,High Reliability,176
5,"Location (34.9952, -85.3113)",33,2550,33,309,722,extended,1200,True,77.27272727272727,13.75,7.62,100,96.91,4.87,40.75,excellent,High Reliability,177
41,"Location (35.0119, -85.2118)",29,2929,29,270,619,extended,1200,True,101.0,12.08,8.76,100,97.3,4.28,40.67,excellent,High Reliability,178
145,"Location (35.0679, -85.3144)",33,1917,41,82,572,extended,1200,True,58.09090909090909,13.75,5.73,100,99.18,6.06,40.64,excellent,High Reliability,179
261,"Location (35.0224, -85.2433)",27,2750,27,57,572,extended,1200,True,101.85185185185185,11.25,8.22,100,99.43,3.99,40.59,excellent,High Reliability,180
96,"Location (35.0152, -85.2073)",27,2722,27,119,722,extended,1200,True,100.81481481481481,11.25,8.14,100,98.81,3.99,40.47,excellent,High Reliability,181
127,"Location (35.0068, -85.2108)",26,2618,26,46,675,extended,1200,True,100.6923076923077,10.83,7.83,100,99.54,3.84,40.37,excellent,High Reliability,182
59,"Location (35.0243, -85.2452)",26,2646,26,77,579,extended,1200,True,101.76923076923077,10.83,7.91,100,99.23,3.84,40.35,excellent,High Reliability,183
297,"Location (35.0565, -85.2797)",28,1061,107,135,862,extended,1200,True,37.892857142857146,11.67,3.17,100,98.65,15.81,40.25,excellent,High Reliability,184
58,"Location (35.0353, -85.1609)",25,2689,25,177,879,extended,1200,True,107.56,10.42,8.04,100,98.23,3.69,40.12,excellent,High Reliability,185
75,"Location (35.0366, -85.1597)",24,2585,24,74,786,extended,1200,True,107.70833333333333,10.0,7.73,100,99.26,3.55,40.06,excellent,High Reliability,186
231,"Location (35.0061, -85.2141)",26,2619,26,262,691,extended,1200,True,100.73076923076923,10.83,7.83,100,97.38,3.84,40.05,excellent,High Reliability,187
133,"Location (35.0580, -85.2772)",29,865,92,101,815,extended,1200,True,29.82758620689655,12.08,2.59,100,98.99,13.59,40.0,excellent,High Reliability,188
399,"Location (35.0690, -85.2886)",29,1740,29,68,637,extended,1200,True,60.0,12.08,5.2,100,99.32,4.28,39.91,excellent,High Reliability,189
362,"Location (35.0056, -85.2211)",26,2689,26,504,792,extended,1200,True,103.42307692307692,10.83,8.04,100,94.96,3.84,39.75,excellent,High Reliability,190
214,"Location (35.0229, -85.2482)",24,2439,24,217,589,extended,1200,True,101.625,10.0,7.29,100,97.83,3.55,39.72,excellent,High Reliability,191
250,"Location (35.0055, -85.2228)",26,2689,26,542,840,extended,1200,True,103.42307692307692,10.83,8.04,100,94.58,3.84,39.69,excellent,High Reliability,192
262,"Location (35.0388, -85.1575)",23,2482,23,187,702,extended,1200,True,107.91304347826087,9.58,7.42,100,98.13,3.4,39.68,excellent,High Reliability,193
227,"Location (34.9871, -85.2876)",28,1524,34,82,495,extended,1200,True,54.42857142857143,11.67,4.56,100,99.18,5.02,39.66,excellent,High Reliability,194
95,"Location (35.0369, -85.1581)",23,2482,23,216,778,extended,1200,True,107.91304347826087,9.58,7.42,100,97.84,3.4,39.64,excellent,High Reliability,195
439,"Location (35.0686, -85.2890)",27,1620,27,44,587,extended,1200,True,60.0,11.25,4.84,100,99.56,3.99,39.6,excellent,High Reliability,196
85,"Location (35.1065, -85.2718)",27,1620,27,47,618,extended,1200,True,60.0,11.25,4.84,100,99.53,3.99,39.59,excellent,High Reliability,197
7,"Location (35.0098, -85.2057)",23,2308,23,158,727,extended,1200,True,100.34782608695652,9.58,6.9,100,98.42,3.4,39.57,excellent,High Reliability,198
24,"Location (35.0395, -85.1549)",21,2275,21,78,743,extended,1200,True,108.33333333333333,8.75,6.8,100,99.22,3.1,39.42,excellent,High Reliability,199
48,"Location (35.0574, -85.2803)",25,855,86,167,902,extended,1200,True,34.2,10.42,2.56,100,98.33,12.7,39.39,excellent,High Reliability,200
302,"Location (35.0072, -85.2079)",22,2205,22,157,686,extended,1200,True,100.22727272727273,9.17,6.59,100,98.43,3.25,39.36,excellent,High Reliability,201
42,"Location (35.0338, -85.1606)",22,2378,22,267,958,extended,1200,True,108.0909090909091,9.17,7.11,100,97.33,3.25,39.35,excellent,High Reliability,202
336,"Location (35.0452, -85.1613)",20,2170,20,84,504,extended,1200,True,108.5,8.33,6.49,100,99.16,2.95,39.2,excellent,High Reliability,203
414,"Location (35.0455, -85.1624)",20,2170,20,88,512,extended,1200,True,108.5,8.33,6.49,100,99.12,2.95,39.19,excellent,High Reliability,204
118,"Location (35.0641, -85.2729)",25,735,71,123,883,extended,1200,True,29.4,10.42,2.2,100,98.77,10.49,39.13,excellent,High Reliability,205
400,"Location (35.0440, -85.1566)",20,2172,20,141,649,extended,1200,True,108.6,8.33,6.49,100,98.59,2.95,39.12,excellent,High Reliability,206
349,"Location (35.1020, -85.2747)",24,1440,24,30,527,extended,1200,True,60.0,10.0,4.3,100,99.7,3.55,39.1,excellent,High Reliability,207
256,"Location (35.0625, -85.2756)",25,749,72,175,902,extended,1200,True,29.96,10.42,2.24,100,98.25,10.64,39.08,excellent,High Reliability,208
374,"Location (35.1132, -85.2641)",23,1380,23,59,618,extended,1200,True,60.0,9.58,4.13,100,99.41,3.4,38.88,excellent,High Reliability,209
401,"Location (35.1014, -85.2741)",22,1320,22,105,504,extended,1200,True,60.0,9.17,3.95,100,98.95,3.25,38.64,excellent,High Reliability,210
20,Hixson Plaza,22,1320,22,113,620,extended,1200,True,60.0,9.17,3.95,100,98.87,3.25,38.63,excellent,High Reliability,211
258,"Location (35.0114, -85.2393)",21,2173,21,620,828,extended,1200,True,103.47619047619048,8.75,6.5,100,93.8,3.1,38.52,excellent,High Reliability,212
29,"Location (35.0365, -85.1552)",18,1965,18,292,785,extended,1200,True,109.16666666666667,7.5,5.87,100,97.08,2.66,38.47,excellent,High Reliability,213
244,"Location (35.1181, -85.2505)",21,1214,21,90,597,extended,1200,True,57.80952380952381,8.75,3.63,100,99.1,3.1,38.45,excellent,High Reliability,214
202,"Location (35.0730, -85.2366)",25,522,26,122,832,extended,1200,True,20.88,10.42,1.56,100,98.78,3.84,38.27,excellent,High Reliability,215
289,"Location (35.0289, -85.2417)",20,2025,20,662,845,extended,1200,True,101.25,8.33,6.05,100,93.38,2.95,38.2,excellent,High Reliability,216
365,"Location (35.0652, -85.2739)",21,486,49,197,924,extended,1200,True,23.142857142857142,8.75,1.45,100,98.03,7.24,38.05,excellent,High Reliability,217
354,"Location (35.0058, -85.2325)",20,2069,20,875,994,extended,1200,True,103.45,8.33,6.18,100,91.25,2.95,37.92,excellent,High Reliability,218
12,"Location (35.0266, -85.1941)",15,1552,15,183,655,extended,1200,True,103.46666666666667,6.25,4.64,100,98.17,2.22,37.9,excellent,High Reliability,219
10,"Location (35.0348, -85.1568)",15,1654,15,338,781,extended,1200,True,110.26666666666667,6.25,4.94,100,96.62,2.22,37.76,excellent,High Reliability,220
300,"Location (35.0467, -85.1549)",16,1654,16,467,796,extended,1200,True,103.375,6.67,4.94,100,95.33,2.36,37.69,excellent,High Reliability,221
76,"Location (35.0475, -85.1568)",16,1653,16,480,747,extended,1200,True,103.3125,6.67,4.94,100,95.2,2.36,37.67,excellent,High Reliability,222
123,"Location (35.0117, -85.2427)",18,1863,18,758,929,extended,1200,True,103.5,7.5,5.57,100,92.42,2.66,37.67,excellent,High Reliability,223
151,"Location (35.1293, -85.2475)",16,974,16,100,655,extended,1200,True,60.875,6.67,2.91,100,99.0,2.36,37.63,excellent,High Reliability,224
356,"Location (35.0318, -85.1846)",13,1345,13,154,646,extended,1200,True,103.46153846153847,5.42,4.02,100,98.46,1.92,37.52,excellent,High Reliability,225
423,"Location (35.0323, -85.1858)",13,1345,13,189,667,extended,1200,True,103.46153846153847,5.42,4.02,100,98.11,1.92,37.47,excellent,High Reliability,226
34,"Location (35.1296, -85.2415)",15,914,15,110,771,extended,1200,True,60.93333333333333,6.25,2.73,100,98.9,2.22,37.44,excellent,High Reliability,227
84,"Location (35.0810, -85.2970)",18,1080,18,627,873,extended,1200,True,60.0,7.5,3.23,100,93.73,2.66,37.17,excellent,High Reliability,228
4,"Location (35.0168, -85.2999)",24,660,24,852,1019,extended,1200,True,27.5,10.0,1.97,100,91.48,3.55,37.17,excellent,High Reliability,229
387,"Location (35.0470, -85.1537)",14,1447,14,566,837,extended,1200,True,103.35714285714286,5.83,4.33,100,94.34,2.07,37.11,excellent,High Reliability,230
2,"Location (35.1132, -85.2471)",16,960,16,478,839,extended,1200,True,60.0,6.67,2.87,100,95.22,2.36,37.05,excellent,High Reliability,231
35,"Location (35.1314, -85.2414)",13,794,13,157,791,extended,1200,True,61.07692307692308,5.42,2.37,100,98.43,1.92,37.02,excellent,High Reliability,232
156,"Location (35.0327, -85.1841)",11,1138,11,262,569,extended,1200,True,103.45454545454545,4.58,3.4,100,97.38,1.62,36.94,excellent,High Reliability,233
293,"Location (35.1237, -85.2408)",16,974,16,572,772,extended,1200,True,60.875,6.67,2.91,100,94.28,2.36,36.92,excellent,High Reliability,234
206,"Location (35.0782, -85.2666)",13,357,23,87,660,extended,1200,True,27.46153846153846,5.42,1.07,100,99.13,3.4,36.88,excellent,High Reliability,235
98,"Location (35.1246, -85.2392)",15,914,15,487,853,extended,1200,True,60.93333333333333,6.25,2.73,100,95.13,2.22,36.87,excellent,High Reliability,236
115,"Location (35.0331, -85.1567)",10,1138,10,235,695,extended,1200,True,113.8,4.17,3.4,100,97.65,1.48,36.86,excellent,High Reliability,237
86,"Location (35.1268, -85.2384)",13,794,13,306,854,extended,1200,True,61.07692307692308,5.42,2.37,100,96.94,1.92,36.8,excellent,High Reliability,238
93,"Location (35.0978, -85.2685)",17,977,17,751,900,extended,1200,True,57.470588235294116,7.08,2.92,100,92.49,2.51,36.77,excellent,High Reliability,239
266,"Location (35.0807, -85.2638)",12,325,21,56,578,extended,1200,True,27.083333333333332,5.0,0.97,100,99.44,3.1,36.77,excellent,High Reliability,240
441,"Location (35.1225, -85.2404)",16,974,16,697,822,extended,1200,True,60.875,6.67,2.91,100,93.03,2.36,36.73,excellent,High Reliability,241
210,"Location (35.0323, -85.1595)",8,931,8,73,702,extended,1200,True,116.375,3.33,2.78,100,99.27,1.18,36.68,excellent,High Reliability,242
274,"Location (35.0404, -85.1490)",11,1242,11,513,864,extended,1200,True,112.9090909090909,4.58,3.71,100,94.87,1.62,36.65,excellent,High Reliability,243
161,Cell Waiting Lot,12,1241,12,608,833,extended,1200,True,103.41666666666667,5.0,3.71,100,93.92,1.77,36.63,excellent,High Reliability,244
219,"Location (35.0754, -85.2644)",13,357,23,290,748,extended,1200,True,27.46153846153846,5.42,1.07,100,97.1,3.4,36.58,excellent,High Reliability,245
126,"Location (35.0871, -85.1891)",13,124,13,69,584,extended,1200,True,9.538461538461538,5.42,0.37,100,99.31,1.92,36.55,excellent,High Reliability,246
230,"Location (35.1320, -85.2399)",10,614,10,129,777,extended,1200,True,61.4,4.17,1.84,100,98.71,1.48,36.55,excellent,High Reliability,247
70,"Location (35.1287, -85.2380)",11,674,11,248,869,extended,1200,True,61.27272727272727,4.58,2.01,100,97.52,1.62,36.54,excellent,High Reliability,248
182,"Location (35.0730, -85.1843)",13,221,13,153,600,extended,1200,True,17.0,5.42,0.66,100,98.47,1.92,36.51,excellent,High Reliability,249
243,"Location (35.1330, -85.2406)",9,554,9,45,726,extended,1200,True,61.55555555555556,3.75,1.66,100,99.55,1.33,36.5,excellent,High Reliability,250
81,"Location (35.0743, -85.1868)",13,221,13,170,607,extended,1200,True,17.0,5.42,0.66,100,98.3,1.92,36.49,excellent,High Reliability,251
359,"Location (35.0308, -85.1743)",11,1138,11,568,854,extended,1200,True,103.45454545454545,4.58,3.4,100,94.32,1.62,36.48,excellent,High Reliability,252
201,"Location (35.0287, -85.2010)",12,1241,12,706,871,extended,1200,True,103.41666666666667,5.0,3.71,100,92.94,1.77,36.48,excellent,High Reliability,253
238,"Location (35.1338, -85.2408)",9,554,9,110,756,extended,1200,True,61.55555555555556,3.75,1.66,100,98.9,1.33,36.4,excellent,High Reliability,254
17,"Location (35.0321, -85.1578)",7,828,7,117,584,extended,1200,True,118.28571428571429,2.92,2.48,100,98.83,1.03,36.4,excellent,High Reliability,255
233,"Location (35.1246, -85.2368)",13,794,13,588,993,extended,1200,True,61.07692307692308,5.42,2.37,100,94.12,1.92,36.38,excellent,High Reliability,256
196,"Location (35.1336, -85.2397)",9,554,9,145,801,extended,1200,True,61.55555555555556,3.75,1.66,100,98.55,1.33,36.35,excellent,High Reliability,257
138,"Location (35.0630, -85.3218)",15,617,15,668,933,extended,1200,True,41.13333333333333,6.25,1.84,100,93.32,2.22,36.34,excellent,High Reliability,258
193,"Location (35.0717, -85.1848)",13,221,13,284,653,extended,1200,True,17.0,5.42,0.66,100,97.16,1.92,36.32,excellent,High Reliability,259
195,"Location (35.1310, -85.2387)",10,614,10,289,831,extended,1200,True,61.4,4.17,1.84,100,97.11,1.48,36.31,excellent,High Reliability,260
49,"Location (35.1323, -85.2382)",9,554,9,258,852,extended,1200,True,61.55555555555556,3.75,1.66,100,97.42,1.33,36.18,excellent,High Reliability,261
47,"Location (35.1304, -85.2379)",9,554,9,310,846,extended,1200,True,61.55555555555556,3.75,1.66,100,96.9,1.33,36.1,excellent,High Reliability,262
15,"Location (35.1343, -85.2443)",9,554,9,347,703,extended,1200,True,61.55555555555556,3.75,1.66,100,96.53,1.33,36.05,excellent,High Reliability,263
57,"Location (35.1355, -85.2454)",9,554,9,346,764,extended,1200,True,61.55555555555556,3.75,1.66,100,96.54,1.33,36.05,excellent,High Reliability,264
104,"Location (35.0700, -85.1410)",8,125,10,65,757,extended,1200,True,15.625,3.33,0.37,100,99.35,1.48,36.0,excellent,High Reliability,265
225,"Location (35.0730, -85.1531)",10,168,12,263,670,extended,1200,True,16.8,4.17,0.5,100,97.37,1.77,35.98,excellent,High Reliability,266
9,VWGoA,8,123,9,102,516,extended,1200,True,15.375,3.33,0.37,100,98.98,1.33,35.92,excellent,High Reliability,267
11,VWGoA,8,123,9,114,512,extended,1200,True,15.375,3.33,0.37,100,98.86,1.33,35.91,excellent,High Reliability,268
187,"Location (35.1345, -85.2393)",7,434,7,244,755,extended,1200,True,62.0,2.92,1.3,100,97.56,1.03,35.86,excellent,High Reliability,269
390,"Location (35.0721, -85.1320)",8,123,9,208,527,extended,1200,True,15.375,3.33,0.37,100,97.92,1.33,35.76,excellent,High Reliability,270
30,"Location (35.0714, -85.1375)",9,128,10,307,693,extended,1200,True,14.222222222222221,3.75,0.38,100,96.93,1.48,35.74,excellent,High Reliability,271
16,"Location (35.1371, -85.2424)",6,420,6,234,687,extended,1200,True,70.0,2.5,1.26,100,97.66,0.89,35.74,excellent,High Reliability,272
99,"Location (35.0387, -85.1471)",7,725,7,499,840,extended,1200,True,103.57142857142857,2.92,2.17,100,95.01,1.03,35.73,excellent,High Reliability,273
311,"Location (35.0609, -85.3222)",11,506,11,715,1000,extended,1200,True,46.0,4.58,1.51,100,92.85,1.62,35.69,excellent,High Reliability,274
166,"Location (35.1325, -85.2367)",7,434,7,395,882,extended,1200,True,62.0,2.92,1.3,100,96.05,1.03,35.63,excellent,High Reliability,275
90,Highland Plaza,5,300,5,170,762,extended,1200,True,60.0,2.08,0.9,100,98.3,0.74,35.61,excellent,High Reliability,276
26,"Location (35.1160, -85.2772)",11,660,11,862,983,extended,1200,True,60.0,4.58,1.97,100,91.38,1.62,35.61,excellent,High Reliability,277
82,"Location (35.0981, -85.2447)",6,143,8,213,608,extended,1200,True,23.833333333333332,2.5,0.43,100,97.87,1.18,35.55,excellent,High Reliability,278
215,"Location (35.0695, -85.1516)",9,151,11,528,840,extended,1200,True,16.77777777777778,3.75,0.45,100,94.72,1.62,35.44,excellent,High Reliability,279
376,"Location (35.0964, -85.2532)",6,130,8,289,658,extended,1200,True,21.666666666666668,2.5,0.39,100,97.11,1.18,35.43,excellent,High Reliability,280
303,"Location (35.0959, -85.2549)",5,113,7,288,513,extended,1200,True,22.6,2.08,0.34,100,97.12,1.03,35.29,excellent,High Reliability,281
13,"Location (35.1397, -85.2457)",3,180,3,174,411,extended,1200,True,60.0,1.25,0.54,100,98.26,0.44,35.26,excellent,High Reliability,282
183,"Location (35.0733, -85.1997)",6,102,6,366,721,extended,1200,True,17.0,2.5,0.3,100,96.34,0.89,35.26,excellent,High Reliability,283
134,CCA lot,8,452,8,755,1100,extended,1200,True,56.5,3.33,1.35,100,92.45,1.18,35.22,excellent,High Reliability,284
144,"Location (35.0997, -85.2429)",5,111,6,352,550,extended,1200,True,22.2,2.08,0.33,100,96.48,0.89,35.18,excellent,High Reliability,285
229,Oakwood Baptist Church Parking Lot,9,116,9,680,960,extended,1200,True,12.88888888888889,3.75,0.35,100,93.2,1.33,35.15,excellent,High Reliability,286
32,"Location (35.1319, -85.2351)",5,360,5,546,896,extended,1200,True,72.0,2.08,1.08,100,94.54,0.74,35.1,excellent,High Reliability,287
148,"Location (35.1304, -85.2352)",5,314,5,526,867,extended,1200,True,62.8,2.08,0.94,100,94.74,0.74,35.09,excellent,High Reliability,288
87,"Location (35.0681, -85.1478)",7,117,9,610,888,extended,1200,True,16.714285714285715,2.92,0.35,100,93.9,1.33,35.05,excellent,High Reliability,289
40,Brainerd Hills Baptist Church,7,723,7,1004,1060,extended,1200,True,103.28571428571429,2.92,2.16,100,89.96,1.03,34.97,excellent,High Reliability,290
203,Rental Car Lot,6,621,6,1108,1142,extended,1200,True,103.5,2.5,1.86,100,88.92,0.89,34.61,excellent,High Reliability,291
384,"Location (35.1421, -85.2378)",3,180,3,709,901,extended,1200,True,60.0,1.25,0.54,100,92.91,0.44,34.45,excellent,High Reliability,292
366,"Location (35.1449, -85.2405)",2,120,2,778,852,extended,1200,True,60.0,0.83,0.36,100,92.22,0.3,34.18,excellent,Moderate Reliability,293
122,"Location (35.1434, -85.2381)",2,120,2,778,877,extended,1200,True,60.0,0.83,0.36,100,92.22,0.3,34.18,excellent,Moderate Reliability,294
168,"Location (35.1183, -85.2786)",5,300,5,1131,1153,extended,1200,True,60.0,2.08,0.9,100,88.69,0.74,34.17,excellent,High Reliability,295
188,"Location (35.1420, -85.2350)",3,180,3,930,1081,extended,1200,True,60.0,1.25,0.54,100,90.7,0.44,34.12,excellent,High Reliability,296
181,"Location (35.1450, -85.2380)",2,120,2,917,1007,extended,1200,True,60.0,0.83,0.36,100,90.83,0.3,33.97,excellent,Moderate Reliability,297
14,"Location (35.1466, -85.2510)",2,120,2,988,1033,extended,1200,True,60.0,0.83,0.36,100,90.12,0.3,33.86,excellent,Moderate Reliability,298
218,"Location (35.1003, -85.2398)",4,96,5,93,385,extended,1200,True,24.0,1.67,0.29,80,99.07,0.74,31.44,good,High Reliability,299
69,"Location (35.0857, -85.1316)",5,94,7,212,950,extended,1200,True,18.8,2.08,0.28,80,97.88,1.03,31.39,good,High Reliability,300
53,"Location (35.0985, -85.2375)",4,96,5,194,386,extended,1200,True,24.0,1.67,0.29,80,98.06,0.74,31.29,good,High Reliability,301
46,"Location (35.1015, -85.2385)",4,96,5,198,536,extended,1200,True,24.0,1.67,0.29,80,98.02,0.74,31.28,good,High Reliability,302
72,"Location (35.0985, -85.2411)",4,96,5,229,275,extended,1200,True,24.0,1.67,0.29,80,97.71,0.74,31.23,good,High Reliability,303
344,"Location (35.0891, -85.1773)",6,58,6,393,656,extended,1200,True,9.666666666666666,2.5,0.17,80,96.07,0.89,31.18,good,High Reliability,304
27,Trailer Yard,5,94,7,417,775,extended,1200,True,18.8,2.08,0.28,80,95.83,1.03,31.08,good,High Reliability,305
257,"Location (35.0748, -85.2029)",7,97,7,620,973,extended,1200,True,13.857142857142858,2.92,0.29,80,93.8,1.03,30.99,good,High Reliability,306
37,"Location (35.1008, -85.2344)",4,96,5,440,731,extended,1200,True,24.0,1.67,0.29,80,95.6,0.74,30.92,good,High Reliability,307
343,"Location (35.0770, -85.2041)",7,82,7,768,916,extended,1200,True,11.714285714285714,2.92,0.25,80,92.32,1.03,30.75,good,High Reliability,308
286,"Location (35.0664, -85.1259)",7,94,8,928,1037,extended,1200,True,13.428571428571429,2.92,0.28,80,90.72,1.18,30.54,good,High Reliability,309
438,"Location (35.1021, -85.2307)",3,64,3,802,975,extended,1200,True,21.333333333333332,1.25,0.19,80,91.98,0.44,30.21,good,High Reliability,310
101,"Location (35.0631, -85.1917)",4,52,4,975,1138,extended,1200,True,13.0,1.67,0.16,80,90.25,0.59,30.06,good,High Reliability,311
111,"Location (35.0633, -85.1634)",3,51,3,1112,1142,extended,1200,True,17.0,1.25,0.15,80,88.88,0.44,29.73,good,High Reliability,312
88,"Location (35.0865, -85.1334)",1,39,2,32,32,extended,1200,True,39.0,0.42,0.12,60,99.68,0.3,27.12,fair,Low Reliability,313
71,"Location (35.0616, -85.1407)",3,39,3,517,839,extended,1200,True,13.0,1.25,0.12,60,94.83,0.44,26.62,fair,Moderate Reliability,314
212,"Location (35.0624, -85.1295)",3,39,3,525,893,extended,1200,True,13.0,1.25,0.12,60,94.75,0.44,26.6,fair,Moderate Reliability,315
180,"Location (35.0911, -85.1313)",1,39,2,546,546,extended,1200,True,39.0,0.42,0.12,60,94.54,0.3,26.35,fair,Low Reliability,316
234,"Location (35.1073, -85.2372)",1,30,1,851,851,extended,1200,True,30.0,0.42,0.09,60,91.49,0.15,25.87,fair,Low Reliability,317
139,"Location (35.1081, -85.2368)",1,30,1,943,943,extended,1200,True,30.0,0.42,0.09,60,90.57,0.15,25.73,fair,Low Reliability,318
324,"Location (35.0912, -85.2237)",1,17,1,443,443,extended,1200,True,17.0,0.42,0.05,40,95.57,0.15,22.47,limited,Low Reliability,319
94,"Location (35.0958, -85.2230)",1,17,1,833,833,extended,1200,True,17.0,0.42,0.05,40,91.67,0.15,21.88,limited,Low Reliability,320
192,"Location (35.0966, -85.2197)",1,17,1,878,878,extended,1200,True,17.0,0.42,0.05,40,91.22,0.15,21.82,limited,Low Reliability,321
140,"Location (35.0488, -85.2413)",6,6,6,106,602,extended,1200,True,1.0,2.5,0.02,0,98.94,0.89,15.56,poor,Unreliable,322
79,"Location (35.0408, -85.2200)",5,5,5,292,523,extended,1200,True,1.0,2.08,0.01,0,97.08,0.74,15.16,poor,Unreliable,323
172,"Location (35.0599, -85.1340)",1,5,1,154,154,extended,1200,True,5.0,0.42,0.01,0,98.46,0.15,14.89,poor,Unreliable,324
141,"Location (35.0554, -85.1895)",1,1,1,453,453,extended,1200,False,1.0,0.42,0.0,0,95.47,0.15,14.44,poor,Unreliable,325
22,"Location (35.0565, -85.1899)",1,1,1,457,457,extended,1200,False,1.0,0.42,0.0,0,95.43,0.15,14.43,poor,Unreliable,326
121,"Location (35.0582, -85.1912)",1,1,1,497,497,extended,1200,False,1.0,0.42,0.0,0,95.03,0.15,14.37,poor,Unreliable,327
33,"Location (35.0589, -85.1913)",1,1,1,563,563,extended,1200,False,1.0,0.42,0.0,0,94.37,0.15,14.28,poor,Unreliable,328
185,"Location (35.0558, -85.1319)",1,5,1,652,652,extended,1200,True,5.0,0.42,0.01,0,93.48,0.15,14.15,poor,Unreliable,329
132,"Location (35.0592, -85.1893)",1,1,1,690,690,extended,1200,False,1.0,0.42,0.0,0,93.1,0.15,14.08,poor,Unreliable,330
429,"Location (35.0557, -85.1862)",1,1,1,754,754,extended,1200,False,1.0,0.42,0.0,0,92.46,0.15,13.99,poor,Unreliable,331
56,"Location (35.0567, -85.1286)",1,5,1,760,760,extended,1200,True,5.0,0.42,0.01,0,92.4,0.15,13.98,poor,Unreliable,332
432,"Location (35.0532, -85.1858)",1,1,1,801,801,extended,1200,False,1.0,0.42,0.0,0,91.99,0.15,13.92,poor,Unreliable,333
184,"Location (35.0620, -85.1926)",1,1,1,842,842,extended,1200,False,1.0,0.42,0.0,0,91.58,0.15,13.86,poor,Unreliable,334
112,"Location (35.0343, -85.2190)",3,3,3,1011,1039,extended,1200,False,1.0,1.25,0.01,0,89.89,0.44,13.84,poor,Unreliable,335
143,"Location (35.0526, -85.1851)",1,1,1,870,870,extended,1200,False,1.0,0.42,0.0,0,91.3,0.15,13.81,poor,Unreliable,336
312,"Location (35.0608, -85.1881)",1,1,1,900,900,extended,1200,False,1.0,0.42,0.0,0,91.0,0.15,13.77,poor,Unreliable,337
209,"Location (35.0575, -85.1258)",1,5,1,935,935,extended,1200,True,5.0,0.42,0.01,0,90.65,0.15,13.72,poor,Unreliable,338
177,"Location (35.0603, -85.1866)",1,1,1,956,956,extended,1200,False,1.0,0.42,0.0,0,90.44,0.15,13.69,poor,Unreliable,339
189,"Location (35.0583, -85.1248)",1,5,1,983,983,extended,1200,True,5.0,0.42,0.01,0,90.17,0.15,13.65,poor,Unreliable,340
241,"Location (35.0564, -85.1259)",1,5,1,979,979,extended,1200,True,5.0,0.42,0.01,0,90.21,0.15,13.65,poor,Unreliable,341
437,"Location (35.0566, -85.1256)",1,5,1,992,992,extended,1200,True,5.0,0.42,0.01,0,90.08,0.15,13.64,poor,Unreliable,342
1,"Location (35.0601, -85.1836)",1,1,1,1161,1161,extended,1200,False,1.0,0.42,0.0,0,88.39,0.15,13.38,poor,Unreliable,343
454,"Location (35.0506, -85.1328)",1,5,1,1174,1174,extended,1200,True,5.0,0.42,0.01,0,88.26,0.15,13.36,poor,Unreliable,344
424,"Location (35.1284, -85.1973)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,345
428,"Location (35.1095, -85.2188)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,346
51,Publix Parking Lot,0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,347
50,"Location (35.0094, -85.3878)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,348
200,"Location (35.0080, -85.3917)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,349
199,"Location (35.1305, -85.2177)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,350
452,"Location (35.1537, -85.2483)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,351
450,"Location (35.1269, -85.2158)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,352
442,"Location (35.1080, -85.2169)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,353
440,"Location (35.1558, -85.2481)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,354
430,"Location (35.0120, -85.1584)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,355
23,"Location (35.1182, -85.3150)",0,0,0,9999,9999,extended,1200,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,356
