parking_id,name,num_stops_400m,total_daily_trips,total_routes,nearest_stop_distance_m,avg_walk_distance_m,scenario,buffer_distance_m,has_adequate_transit,trips_per_stop,stops_score,frequency_score,reliability_score,proximity_score,diversity_score,accessibility_score,service_quality,reliability_class,rank_conservative
3,"Location (35.0053, -85.3929)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,357
429,"Location (35.0557, -85.1862)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,358
114,"Location (35.0822, -85.3207)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,359
138,"Location (35.0630, -85.3218)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,360
134,CCA lot,0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,361
150,"Location (35.1089, -85.2135)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,362
257,"Location (35.0748, -85.2029)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,363
258,"Location (35.0114, -85.2393)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,364
101,"Location (35.0631, -85.1917)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,365
102,"Location (35.0059, -85.3898)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,366
148,"Location (35.1304, -85.2352)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,367
105,"Location (35.0069, -85.3905)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,368
107,"Location (35.0129, -85.1873)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,369
332,"Location (35.1218, -85.2935)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,370
241,"Location (35.0564, -85.1259)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,371
147,"Location (35.1593, -85.1957)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,372
146,"Location (35.0069, -85.3887)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,373
246,"Location (35.1445, -85.2190)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,374
248,Ooltewah High School's Parking Lot #3,0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,375
250,"Location (35.0055, -85.2228)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,376
251,"Location (35.0911, -85.0611)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,377
293,"Location (35.1237, -85.2408)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,378
296,"Location (35.0075, -85.3910)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,379
143,"Location (35.0526, -85.1851)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,380
299,"Location (35.1287, -85.2139)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,381
300,"Location (35.0467, -85.1549)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,382
109,"Location (35.1148, -85.2930)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,383
229,Oakwood Baptist Church Parking Lot,0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,384
228,"Location (35.0604, -85.1544)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,385
223,"Location (35.0448, -85.3341)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,386
215,"Location (35.0695, -85.1516)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,387
216,"Location (35.0953, -85.0624)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,388
217,"Location (35.0152, -85.2208)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,389
221,"Location (35.1126, -85.3250)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,390
240,"Location (35.1240, -85.3062)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,391
203,Rental Car Lot,0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,392
204,"Location (35.0126, -85.1632)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,393
237,"Location (35.0488, -85.1461)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,394
112,"Location (35.0343, -85.2190)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,395
209,"Location (35.0575, -85.1258)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,396
235,"Location (35.0107, -85.1644)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,397
212,"Location (35.0624, -85.1295)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,398
234,"Location (35.1073, -85.2372)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,399
121,"Location (35.0582, -85.1912)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,400
122,"Location (35.1434, -85.2381)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,401
123,"Location (35.0117, -85.2427)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,402
124,"Location (35.1105, -85.3209)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,403
233,"Location (35.1246, -85.2368)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,404
141,"Location (35.0554, -85.1895)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,405
139,"Location (35.1081, -85.2368)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,406
111,"Location (35.0633, -85.1634)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,407
208,"Location (35.0842, -85.0707)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,408
346,"Location (35.1409, -85.1748)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,409
348,"Location (35.0184, -85.3377)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,410
350,"Location (35.0904, -85.0655)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,411
353,"Location (35.1099, -85.2164)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,412
354,"Location (35.0058, -85.2325)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,413
452,"Location (35.1537, -85.2483)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,414
333,"Location (35.1408, -85.2294)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,415
334,"Location (35.1127, -85.2054)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,416
335,"Location (35.1103, -85.2954)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,417
450,"Location (35.1269, -85.2158)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,418
442,"Location (35.1080, -85.2169)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,419
159,"Location (35.1072, -85.2956)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,420
342,"Location (35.0199, -85.3403)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,421
343,"Location (35.0770, -85.2041)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,422
318,"Location (35.1511, -85.2485)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,423
319,"Location (35.1221, -85.3072)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,424
323,Short Term Lot,0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,425
324,"Location (35.0912, -85.2237)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,426
325,"Location (35.1342, -85.2822)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,427
329,"Location (35.0448, -85.3571)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,428
330,"Location (35.0257, -85.2176)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,429
304,"Location (35.0833, -85.0578)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,430
306,"Location (35.1201, -85.3055)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,431
177,"Location (35.0603, -85.1866)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,432
340,"Location (35.0433, -85.1403)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,433
155,"Location (35.0186, -85.1714)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,434
278,"Location (35.1455, -85.2208)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,435
153,"Location (35.1194, -85.2907)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,436
280,"Location (35.0587, -85.1503)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,437
281,"Location (35.0591, -85.1535)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,438
201,"Location (35.0287, -85.2010)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,439
286,"Location (35.0664, -85.1259)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,440
288,"Location (35.1208, -85.2904)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,441
289,"Location (35.0289, -85.2417)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,442
200,"Location (35.0080, -85.3917)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,443
199,"Location (35.1305, -85.2177)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,444
167,"Location (35.0087, -85.3899)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,445
273,"Location (35.1149, -85.2919)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,446
274,"Location (35.0404, -85.1490)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,447
275,"Location (35.0545, -85.3196)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,448
276,"Location (35.1002, -85.1353)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,449
164,"Location (35.0823, -85.0555)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,450
129,"Location (35.0129, -85.1886)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,451
130,"Location (35.1035, -85.3245)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,452
163,"Location (35.0142, -85.1878)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,453
132,"Location (35.0592, -85.1893)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,454
161,Cell Waiting Lot,0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,455
264,"Location (35.1193, -85.2882)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,456
168,"Location (35.1183, -85.2786)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,457
272,"Location (35.0114, -85.1634)",0,0,0,9999,9999,conservative,400,False,0.0,0.0,0.0,0,0.0,0.0,0.0,poor,Unreliable,458
