name,Latitude,Longitude,capacity,type,parking_id,capacity_estimated,processing_date,data_source,cluster_id,pop_N,pop_NE,pop_E,pop_SE,pop_S,pop_SW,pop_W,pop_NW,total_pop_served,dominant_direction,uniqueness_score,explanation
"Location (35.0427, -85.2985)",35.04274994710871,-85.298460899894,154,surface lot,291,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,23935.0,14540.0,19762.0,21573.0,21391.0,14260.0,15306.0,15156.0,145923.0,N,35.085030197681085,High overlap (64.9%) with same-direction sites
"Location (35.0443, -85.3118)",35.04426535533698,-85.31182751731072,152,surface lot,292,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19238.0,17569.0,23331.0,19079.0,13165.0,12743.0,8934.0,7570.0,121629.0,E,26.615576978821032,High overlap (73.4%) with same-direction sites
"Location (35.1237, -85.2408)",35.12369679195592,-85.2407805592824,152,surface lot,293,False,2026-02-20T14:48:59.464672,OpenStreetMap,7,12846.0,11167.0,9744.0,8704.0,4661.0,11103.0,19163.0,15347.0,92735.0,W,34.695179226447614,High overlap (65.3%) with same-direction sites
"Location (35.0499, -85.3206)",35.04990959301336,-85.32057246681273,149,surface lot,294,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,13817.0,18189.0,17671.0,20503.0,14754.0,6966.0,6694.0,4718.0,103312.0,SE,70.0,Serves different direction than overlapping sites
"Location (35.0444, -85.3099)",35.04440362016171,-85.309889679243,148,surface lot,295,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,21068.0,19027.0,23331.0,17782.0,15914.0,13098.0,8499.0,7570.0,126289.0,E,37.33557758476894,High overlap (62.7%) with same-direction sites
"Location (35.0075, -85.3910)",35.00748689255336,-85.39104390506222,148,surface lot,296,False,2026-02-20T14:48:59.464672,OpenStreetMap,1,4872.0,6971.0,3934.0,9217.0,5168.0,5182.0,3091.0,3526.0,41961.0,SE,27.22398318825643,High overlap (72.8%) with same-direction sites
"Location (35.0565, -85.2797)",35.056483015219875,-85.27966022836407,147,surface lot,297,False,2026-02-20T14:48:59.464672,OpenStreetMap,16,12155.0,8399.0,15770.0,21422.0,21235.0,24046.0,18056.0,19403.0,140486.0,SW,35.14481897332637,High overlap (64.9%) with same-direction sites
"Location (35.0400, -85.3066)",35.040030182960805,-85.3065578625652,147,surface lot,298,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,21779.0,16582.0,24882.0,22452.0,15919.0,13458.0,11821.0,10094.0,136987.0,E,30.072005086513233,High overlap (69.9%) with same-direction sites
"Location (35.1287, -85.2139)",35.12869936176326,-85.21389258894169,145,surface lot,299,False,2026-02-20T14:48:59.464672,OpenStreetMap,61,13851.0,13064.0,12230.0,11562.0,6489.0,7764.0,15360.0,12686.0,93006.0,W,70.0,Serves different direction than overlapping sites
"Location (35.0467, -85.1549)",35.04670791346054,-85.15489484322836,140,surface lot,300,False,2026-02-20T14:48:59.464672,OpenStreetMap,25,11000.0,11681.0,15100.0,12791.0,19285.0,15917.0,9952.0,12190.0,107916.0,S,28.50662867163747,High overlap (71.5%) with same-direction sites
"Location (35.0632, -85.3124)",35.06324074131926,-85.31239766589742,138,surface lot,301,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,16843.0,17585.0,16352.0,24858.0,20180.0,11255.0,5647.0,7635.0,120355.0,SE,34.50190738832708,High overlap (65.5%) with same-direction sites
"Location (35.0072, -85.2079)",35.00720027256749,-85.20787084839509,138,surface lot,302,False,2026-02-20T14:48:59.464672,OpenStreetMap,3,14283.0,11276.0,17925.0,13560.0,10798.0,22399.0,23015.0,20878.0,134134.0,W,70.0,Serves different direction than overlapping sites
"Location (35.0959, -85.2549)",35.09591409032697,-85.25493790888186,138,surface lot,303,False,2026-02-20T14:48:59.464672,OpenStreetMap,62,17655.0,6836.0,4617.0,7146.0,16552.0,13986.0,15426.0,18594.0,100812.0,NW,23.267219699458597,High overlap (76.7%) with same-direction sites
"Location (35.0833, -85.0578)",35.08328220860072,-85.0577888889841,136,surface lot,304,False,2026-02-20T14:48:59.464672,OpenStreetMap,48,8939.0,2558.0,8015.0,8757.0,14913.0,10996.0,11989.0,9578.0,75745.0,S,24.887524535384387,High overlap (75.1%) with same-direction sites
"Location (35.0463, -85.3099)",35.04632784954526,-85.30990395707938,136,surface lot,305,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19654.0,13140.0,18269.0,20090.0,17428.0,15398.0,8393.0,6232.0,118604.0,SE,37.06671816455127,High overlap (62.9%) with same-direction sites
"Location (35.1201, -85.3055)",35.12014935076904,-85.3054793453956,134,surface lot,306,False,2026-02-20T14:48:59.464672,OpenStreetMap,57,12547.0,18974.0,18806.0,16332.0,20100.0,12258.0,10026.0,12209.0,121252.0,S,70.0,Serves different direction than overlapping sites
"Location (35.0469, -85.3216)",35.04689379538786,-85.32156257369326,133,surface lot,307,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,14040.0,18958.0,23053.0,20315.0,13416.0,6966.0,4813.0,4718.0,106279.0,E,31.598223238932256,High overlap (68.4%) with same-direction sites
"Location (35.0493, -85.3052)",35.049342198576475,-85.30521080176429,131,surface lot,308,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24028.0,13259.0,22275.0,25348.0,20175.0,15932.0,9111.0,10082.0,140210.0,SE,30.933704632120474,High overlap (69.1%) with same-direction sites
"Location (35.0601, -85.3027)",35.06010872001944,-85.30266088304532,131,surface lot,309,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,20416.0,13463.0,14978.0,23812.0,20877.0,11423.0,9194.0,16174.0,130337.0,SE,33.76327698000209,High overlap (66.2%) with same-direction sites
Unum,35.04997194445893,-85.30490170321282,131,surface lot,310,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24028.0,13186.0,18187.0,25348.0,21058.0,15932.0,8559.0,10082.0,136380.0,SE,30.03344556149368,High overlap (70.0%) with same-direction sites
"Location (35.0609, -85.3222)",35.06091058157827,-85.32217177931587,131,surface lot,311,False,2026-02-20T14:48:59.464672,OpenStreetMap,39,13294.0,19410.0,18630.0,23912.0,15411.0,8526.0,4220.0,4650.0,108053.0,SE,31.24739420295245,High overlap (68.8%) with same-direction sites
"Location (35.0608, -85.1881)",35.06083450250172,-85.18812319865961,131,surface lot,312,False,2026-02-20T14:48:59.464672,OpenStreetMap,0,12288.0,8183.0,11757.0,12963.0,15365.0,13214.0,12956.0,9445.0,96171.0,S,40.23733904202501,High overlap (59.8%) with same-direction sites
"Location (35.0429, -85.3052)",35.04294842390034,-85.30518961019767,130,surface lot,313,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24456.0,17634.0,22626.0,18448.0,15371.0,13458.0,11821.0,12764.0,136578.0,N,36.10426216728319,High overlap (63.9%) with same-direction sites
"Location (35.0871, -85.3372)",35.08712293510083,-85.33722591980943,127,surface lot,314,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,9280.0,13079.0,17332.0,17401.0,7045.0,2339.0,2769.0,7235.0,76480.0,SE,100.0,Isolated site (no nearby competitors)
"Location (35.0109, -85.2239)",35.010875084466264,-85.22392793667348,125,surface lot,315,False,2026-02-20T14:48:59.464672,OpenStreetMap,3,15584.0,11827.0,21006.0,15813.0,16150.0,23198.0,21196.0,22147.0,146921.0,SW,47.286280835194425,High overlap (52.7%) with same-direction sites
"Location (35.0818, -85.0849)",35.08180630033613,-85.0848681744363,124,surface lot,316,False,2026-02-20T14:48:59.464672,OpenStreetMap,24,10719.0,8523.0,13433.0,15467.0,16006.0,15337.0,7043.0,8360.0,94888.0,S,19.633697328061437,High overlap (80.4%) with same-direction sites
"Location (35.0377, -85.3131)",35.03774027557905,-85.31313257170261,121,surface lot,317,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19538.0,20609.0,21188.0,19073.0,9617.0,11545.0,8394.0,9180.0,119144.0,E,36.780391204935235,High overlap (63.2%) with same-direction sites
"Location (35.1511, -85.2485)",35.15106195602219,-85.24853998331838,121,surface lot,318,False,2026-02-20T14:48:59.464672,OpenStreetMap,2,14239.0,12000.0,15051.0,12785.0,16003.0,19459.0,15844.0,11501.0,116882.0,SW,41.614230602129986,High overlap (58.4%) with same-direction sites
"Location (35.1221, -85.3072)",35.1220749113612,-85.30717949997839,120,surface lot,319,False,2026-02-20T14:48:59.464672,OpenStreetMap,57,12547.0,17437.0,19317.0,16332.0,19237.0,11325.0,11423.0,12039.0,119657.0,E,32.880633215405666,High overlap (67.1%) with same-direction sites
"Location (35.0453, -85.3062)",35.04533574842015,-85.30624295376832,120,surface lot,320,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,23321.0,15263.0,21593.0,21576.0,17342.0,16772.0,11984.0,10065.0,137916.0,N,37.29995653484563,High overlap (62.7%) with same-direction sites
"Location (35.0476, -85.3019)",35.04761362469807,-85.30192614291391,119,surface lot,321,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,21350.0,13662.0,20761.0,25465.0,21309.0,19797.0,13564.0,12923.0,148831.0,SE,34.508209192667124,High overlap (65.5%) with same-direction sites
"Location (35.0542, -85.3069)",35.054239740454946,-85.30691275516311,118,surface lot,322,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,21418.0,15473.0,17817.0,24345.0,18601.0,13088.0,7773.0,10082.0,128597.0,SE,41.826299061513026,High overlap (58.2%) with same-direction sites
Short Term Lot,35.03746094701015,-85.19598048868377,118,surface lot,323,False,2026-02-20T14:48:59.464672,OpenStreetMap,9,10132.0,10581.0,16748.0,18649.0,12526.0,19071.0,17198.0,6925.0,111830.0,SW,70.0,Serves different direction than overlapping sites
"Location (35.0912, -85.2237)",35.09117390527836,-85.22366456152275,117,surface lot,324,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,10348.0,9416.0,11370.0,10834.0,10639.0,11818.0,6605.0,9466.0,80496.0,SW,100.0,Isolated site (no nearby competitors)
"Location (35.1342, -85.2822)",35.13419662343482,-85.28222550172755,117,surface lot,325,False,2026-02-20T14:48:59.464672,OpenStreetMap,20,9498.0,12730.0,21386.0,14326.0,15475.0,14887.0,15933.0,12603.0,116838.0,E,25.81111533145455,High overlap (74.2%) with same-direction sites
"Location (35.0632, -85.3081)",35.063185655534205,-85.3081436553883,116,surface lot,326,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,19372.0,13313.0,16430.0,27532.0,23940.0,13634.0,6597.0,12359.0,133177.0,SE,34.6182900533879,High overlap (65.4%) with same-direction sites
"Location (35.0551, -85.3114)",35.055085888970936,-85.31137367819981,116,surface lot,327,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,18967.0,16966.0,14227.0,25212.0,20426.0,9459.0,7773.0,8959.0,121989.0,SE,33.34525670804833,High overlap (66.7%) with same-direction sites
"Location (35.0452, -85.3124)",35.04523008816238,-85.31244974235386,115,surface lot,328,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19071.0,13692.0,22260.0,17782.0,12611.0,12743.0,7314.0,7570.0,113043.0,E,29.41885986531856,High overlap (70.6%) with same-direction sites
"Location (35.0448, -85.3571)",35.0447884850816,-85.35709015182084,115,surface lot,329,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,2769.0,7884.0,19848.0,11302.0,6821.0,6413.0,4793.0,1781.0,61611.0,E,100.0,Isolated site (no nearby competitors)
"Location (35.0257, -85.2176)",35.02567250272517,-85.21760736203497,114,surface lot,330,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,8790.0,8203.0,18505.0,14755.0,15104.0,26522.0,25812.0,19134.0,136825.0,SW,100.0,Isolated site (no nearby competitors)
"Location (35.0399, -85.3122)",35.03991825629057,-85.31221319297156,114,surface lot,331,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,18901.0,18648.0,19227.0,20986.0,10169.0,10394.0,10109.0,7219.0,115653.0,SE,33.72161100797616,High overlap (66.3%) with same-direction sites
"Location (35.1218, -85.2935)",35.12184009409887,-85.2934550083467,113,surface lot,332,False,2026-02-20T14:48:59.464672,OpenStreetMap,44,10315.0,14528.0,16879.0,10859.0,19372.0,14888.0,17533.0,14629.0,119003.0,S,70.0,Serves different direction than overlapping sites
"Location (35.1408, -85.2294)",35.140769913412825,-85.22939826892025,113,surface lot,333,False,2026-02-20T14:48:59.464672,OpenStreetMap,53,10342.0,12919.0,9029.0,11276.0,7016.0,14364.0,18813.0,12349.0,96108.0,W,13.215004555366171,High overlap (86.8%) with same-direction sites
"Location (35.1127, -85.2054)",35.112683799033135,-85.20537316127789,112,surface lot,334,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,12732.0,9712.0,12010.0,12533.0,12603.0,6117.0,12569.0,11733.0,90009.0,N,100.0,Isolated site (no nearby competitors)
"Location (35.1103, -85.2954)",35.1103107795358,-85.2954434404688,112,surface lot,335,False,2026-02-20T14:48:59.464672,OpenStreetMap,47,13115.0,18136.0,14206.0,9954.0,19310.0,13299.0,14811.0,16516.0,119347.0,S,70.0,Serves different direction than overlapping sites
"Location (35.0452, -85.1613)",35.04519017083753,-85.16134834596392,111,surface lot,336,False,2026-02-20T14:48:59.464672,OpenStreetMap,63,11000.0,11770.0,14219.0,13098.0,17295.0,15917.0,11133.0,10652.0,105084.0,S,14.68218957399079,High overlap (85.3%) with same-direction sites
"Location (35.0483, -85.3062)",35.04834739504538,-85.30620125917146,111,surface lot,337,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,22473.0,13259.0,19050.0,25348.0,18856.0,15932.0,10274.0,8959.0,134151.0,SE,36.13319902419852,High overlap (63.9%) with same-direction sites
"Location (35.0437, -85.3047)",35.0436502885317,-85.30470117135424,111,surface lot,338,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,25234.0,17634.0,20796.0,19053.0,15371.0,14999.0,11821.0,11978.0,136886.0,N,36.409525179856786,High overlap (63.6%) with same-direction sites
"Location (35.0328, -85.3132)",35.03284455889346,-85.31321586208793,109,surface lot,339,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19912.0,21700.0,22806.0,20602.0,9617.0,11545.0,8593.0,7842.0,122617.0,E,37.830415888619264,High overlap (62.2%) with same-direction sites
"Location (35.0433, -85.1403)",35.04327145310285,-85.14025352428297,108,surface lot,340,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,8908.0,16547.0,17334.0,15747.0,18309.0,16761.0,15494.0,11755.0,120855.0,S,100.0,Isolated site (no nearby competitors)
"Location (35.0373, -85.3118)",35.03730512794441,-85.3118063260606,108,surface lot,341,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,20857.0,20609.0,22557.0,20704.0,9617.0,11545.0,8394.0,9180.0,123463.0,E,36.30421263999442,High overlap (63.7%) with same-direction sites
"Location (35.0199, -85.3403)",35.01985058743518,-85.34033297301808,108,surface lot,342,False,2026-02-20T14:48:59.464672,OpenStreetMap,64,9024.0,20815.0,17292.0,13036.0,13566.0,7039.0,5067.0,6645.0,92484.0,NE,20.657156765745977,High overlap (79.3%) with same-direction sites
"Location (35.0770, -85.2041)",35.07701672882077,-85.20413920155889,108,surface lot,343,False,2026-02-20T14:48:59.464672,OpenStreetMap,52,11362.0,11560.0,11848.0,11094.0,8782.0,13805.0,9831.0,8914.0,87196.0,SW,24.470573718303925,High overlap (75.5%) with same-direction sites
"Location (35.0891, -85.1773)",35.08907076879332,-85.17725209756743,108,surface lot,344,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,10504.0,10863.0,1191.0,11000.0,15279.0,11730.0,12494.0,11540.0,84601.0,S,100.0,Isolated site (no nearby competitors)
"Location (35.0503, -85.3088)",35.050321593009535,-85.3088163274759,107,surface lot,345,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19654.0,15473.0,17799.0,23856.0,16399.0,13088.0,8559.0,8959.0,123787.0,SE,38.27213296455948,High overlap (61.7%) with same-direction sites
"Location (35.1409, -85.1748)",35.140855940139204,-85.17481992596463,107,surface lot,346,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,11277.0,11702.0,12078.0,13878.0,12450.0,9293.0,12732.0,13354.0,96764.0,SE,100.0,Isolated site (no nearby competitors)
"Location (35.0544, -85.3102)",35.054420507023195,-85.310206466985,106,surface lot,347,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19783.0,15104.0,14227.0,23251.0,19281.0,13088.0,7773.0,8959.0,121466.0,SE,36.31948604996548,High overlap (63.7%) with same-direction sites
"Location (35.0184, -85.3377)",35.018375356895966,-85.33771678969289,106,surface lot,348,False,2026-02-20T14:48:59.464672,OpenStreetMap,64,9024.0,19817.0,19191.0,11416.0,13566.0,9217.0,6212.0,6645.0,95088.0,NE,38.01375336146282,High overlap (62.0%) with same-direction sites
"Location (35.1020, -85.2747)",35.10199446736073,-85.27469856487515,106,surface lot,349,False,2026-02-20T14:48:59.464672,OpenStreetMap,65,21182.0,20761.0,6658.0,8340.0,9996.0,18518.0,17597.0,19129.0,122181.0,N,12.883610671804146,High overlap (87.1%) with same-direction sites
"Location (35.0904, -85.0655)",35.09035764287096,-85.06554750681825,105,surface lot,350,False,2026-02-20T14:48:59.464672,OpenStreetMap,15,5514.0,8401.0,6437.0,9508.0,18929.0,14154.0,4978.0,10719.0,78640.0,S,27.728986589880154,High overlap (72.3%) with same-direction sites
"Location (35.0441, -85.2791)",35.044064183302446,-85.27912276520064,103,surface lot,351,False,2026-02-20T14:48:59.464672,OpenStreetMap,35,11617.0,12869.0,19436.0,26575.0,24516.0,17197.0,20068.0,19514.0,151792.0,SE,70.0,Serves different direction than overlapping sites
"Location (35.0362, -85.3051)",35.036217939039275,-85.30511006589795,103,surface lot,352,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,21737.0,16222.0,22487.0,25163.0,16192.0,12906.0,10071.0,10094.0,134872.0,SE,36.0865404366289,High overlap (63.9%) with same-direction sites
"Location (35.1099, -85.2164)",35.10989546114602,-85.21638505154309,103,surface lot,353,False,2026-02-20T14:48:59.464672,OpenStreetMap,42,13147.0,9617.0,11812.0,11882.0,11774.0,4967.0,14643.0,14429.0,92271.0,W,70.0,Serves different direction than overlapping sites
"Location (35.0058, -85.2325)",35.0058288104562,-85.23252086888061,102,surface lot,354,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,20829.0,16752.0,17248.0,10668.0,17189.0,19012.0,20237.0,26341.0,148276.0,NW,100.0,Isolated site (no nearby competitors)
"Location (35.0655, -85.3108)",35.06551930010186,-85.31081321405098,102,surface lot,355,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,18196.0,17585.0,15970.0,26250.0,23548.0,10421.0,5647.0,10476.0,128093.0,SE,35.353880268075955,High overlap (64.6%) with same-direction sites
"Location (35.0318, -85.1846)",35.03183567191634,-85.18456417255284,101,surface lot,356,False,2026-02-20T14:48:59.464672,OpenStreetMap,45,10132.0,15936.0,19439.0,17995.0,12551.0,17807.0,14222.0,6952.0,115034.0,E,16.84203618680368,High overlap (83.2%) with same-direction sites
"Location (35.0628, -85.3110)",35.06277680972257,-85.31104928566432,100,surface lot,357,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,16843.0,15175.0,18096.0,25999.0,21605.0,12041.0,5647.0,8922.0,124328.0,SE,33.18636529511439,High overlap (66.8%) with same-direction sites
"Location (35.0465, -85.3051)",35.04652039230297,-85.30514680845815,100,surface lot,358,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24444.0,17007.0,20988.0,21130.0,17342.0,17117.0,12245.0,10065.0,140338.0,N,35.9888208807216,High overlap (64.0%) with same-direction sites
"Location (35.0308, -85.1743)",35.0308189,-85.1742751,100,surface lot,359,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,12673.0,13547.0,15502.0,19703.0,20958.0,15715.0,17629.0,10756.0,126483.0,S,100.0,Isolated site (no nearby competitors)
"Location (35.1561, -85.1967)",35.15612026668423,-85.19670835812738,99,surface lot,360,False,2026-02-20T14:48:59.464672,OpenStreetMap,41,17319.0,11790.0,5481.0,7329.0,11247.0,12068.0,15393.0,14747.0,95374.0,N,44.238259376079824,High overlap (55.8%) with same-direction sites
"Location (35.0821, -85.0836)",35.08211326592861,-85.08363682731078,99,surface lot,361,False,2026-02-20T14:48:59.464672,OpenStreetMap,24,10719.0,8523.0,13433.0,15467.0,16006.0,15337.0,7043.0,8360.0,94888.0,S,19.527300813947136,High overlap (80.5%) with same-direction sites
"Location (35.0056, -85.2211)",35.00560995947682,-85.2210744072435,99,surface lot,362,False,2026-02-20T14:48:59.464672,OpenStreetMap,59,14598.0,15446.0,17153.0,13765.0,14972.0,21239.0,23271.0,22321.0,142765.0,W,22.84993872778378,High overlap (77.2%) with same-direction sites
"Location (35.0497, -85.3039)",35.04965364116163,-85.3038803534516,99,surface lot,363,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24028.0,11745.0,18154.0,23834.0,19544.0,19222.0,10430.0,11401.0,138358.0,N,29.306780801293918,High overlap (70.7%) with same-direction sites
"Location (35.0457, -85.3027)",35.04567076775691,-85.30267997938348,96,surface lot,364,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,22198.0,15633.0,18830.0,22761.0,17673.0,15801.0,13865.0,11384.0,138145.0,SE,35.58112883725255,High overlap (64.4%) with same-direction sites
"Location (35.0652, -85.2739)",35.06520817761108,-85.27387004043086,95,surface lot,365,False,2026-02-20T14:48:59.464672,OpenStreetMap,34,11844.0,5742.0,9994.0,24274.0,22265.0,23082.0,18614.0,18968.0,134783.0,SE,31.82416767919518,High overlap (68.2%) with same-direction sites
"Location (35.1449, -85.2405)",35.14487566790553,-85.24054894846365,95,surface lot,366,False,2026-02-20T14:48:59.464672,OpenStreetMap,36,13919.0,12117.0,15051.0,10140.0,8814.0,15440.0,19081.0,9296.0,103858.0,W,38.2329383382099,High overlap (61.8%) with same-direction sites
"Location (35.0508, -85.3045)",35.0508336705276,-85.30453083786148,95,surface lot,367,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24028.0,13186.0,17902.0,24188.0,19761.0,14229.0,8559.0,10082.0,131935.0,SE,31.12974596022631,High overlap (68.9%) with same-direction sites
"Location (35.0351, -85.3120)",35.03514836725761,-85.3119754208562,94,surface lot,368,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,20857.0,21700.0,23945.0,20425.0,9617.0,11545.0,8394.0,9180.0,125663.0,E,37.37745499626117,High overlap (62.6%) with same-direction sites
"Location (35.0353, -85.3131)",35.03529105758172,-85.31308630584438,94,surface lot,369,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19538.0,21700.0,23077.0,19426.0,9617.0,11545.0,8394.0,9180.0,122477.0,E,36.28250497585959,High overlap (63.7%) with same-direction sites
"Location (35.0495, -85.2880)",35.049459479554166,-85.28802447587341,94,surface lot,370,False,2026-02-20T14:48:59.464672,OpenStreetMap,60,20048.0,10266.0,15673.0,23032.0,23806.0,15439.0,18636.0,17936.0,144836.0,S,70.0,Serves different direction than overlapping sites
"Location (35.0433, -85.2963)",35.04330814978075,-85.29626579433818,90,surface lot,371,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24212.0,15631.0,19762.0,19810.0,21391.0,15975.0,17187.0,16106.0,150074.0,N,40.67566446385399,High overlap (59.3%) with same-direction sites
"Location (35.0364, -85.3057)",35.03637417758227,-85.30565160032293,89,surface lot,372,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,21737.0,16222.0,21501.0,25163.0,16192.0,12906.0,10071.0,10094.0,133886.0,SE,35.799111874829016,High overlap (64.2%) with same-direction sites
"Location (35.0540, -85.3125)",35.054012233555696,-85.31246526974468,89,surface lot,373,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,18200.0,16966.0,13086.0,21602.0,18455.0,9459.0,7773.0,8959.0,114500.0,SE,36.28801009385418,High overlap (63.7%) with same-direction sites
"Location (35.1132, -85.2641)",35.1132070463206,-85.26406523683444,88,surface lot,374,False,2026-02-20T14:48:59.464672,OpenStreetMap,10,20611.0,18489.0,9733.0,5713.0,8910.0,15573.0,13033.0,14006.0,106068.0,N,28.98407709958889,High overlap (71.0%) with same-direction sites
"Location (35.0820, -85.0842)",35.08197616340573,-85.08423363603532,88,surface lot,375,False,2026-02-20T14:48:59.464672,OpenStreetMap,24,10719.0,8523.0,13433.0,15467.0,16006.0,15337.0,7043.0,8360.0,94888.0,S,17.659099263101275,High overlap (82.3%) with same-direction sites
"Location (35.0964, -85.2532)",35.09644843809868,-85.25324195195547,88,surface lot,376,False,2026-02-20T14:48:59.464672,OpenStreetMap,62,19450.0,7724.0,5692.0,8377.0,15443.0,13986.0,14493.0,19494.0,104659.0,NW,23.267219699458597,High overlap (76.7%) with same-direction sites
"Location (35.0523, -85.2978)",35.05231990837587,-85.29779047619226,88,surface lot,377,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19510.0,10249.0,15916.0,27782.0,23095.0,19124.0,9878.0,16801.0,142355.0,SE,30.950944038340424,High overlap (69.0%) with same-direction sites
"Location (35.0167, -85.2357)",35.01668526642421,-85.23571866758694,88,surface lot,378,False,2026-02-20T14:48:59.464672,OpenStreetMap,46,18226.0,10336.0,15675.0,12615.0,24319.0,24507.0,24074.0,22705.0,152457.0,SW,43.173393234092764,High overlap (56.8%) with same-direction sites
"Location (35.0839, -85.0634)",35.08386728738156,-85.06337475330285,88,surface lot,379,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,11325.0,10730.0,6570.0,7909.0,15043.0,9306.0,10299.0,14738.0,85920.0,S,100.0,Isolated site (no nearby competitors)
"Location (35.0619, -85.3081)",35.061910366632965,-85.30807203408908,88,surface lot,380,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,19791.0,14413.0,16430.0,25208.0,24689.0,12423.0,6747.0,11576.0,131277.0,SE,32.76365825149191,High overlap (67.2%) with same-direction sites
"Location (35.0495, -85.3031)",35.049473202483696,-85.30308461327631,87,surface lot,381,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,22905.0,11745.0,18154.0,23834.0,20929.0,17519.0,11593.0,12923.0,139602.0,SE,33.708182325545756,High overlap (66.3%) with same-direction sites
"Location (35.0484, -85.3041)",35.04843744716509,-85.30414019339513,87,surface lot,382,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,22473.0,11745.0,20761.0,23834.0,19544.0,19222.0,11593.0,10536.0,139708.0,SE,29.662137774774155,High overlap (70.3%) with same-direction sites
"Location (35.0446, -85.3130)",35.04459331258978,-85.31295266367535,87,surface lot,383,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,18293.0,13692.0,23331.0,19079.0,12611.0,12743.0,7314.0,7570.0,114633.0,E,31.96404649962261,High overlap (68.0%) with same-direction sites
"Location (35.1421, -85.2378)",35.1420635652985,-85.2378025370127,86,surface lot,384,False,2026-02-20T14:48:59.464672,OpenStreetMap,36,13919.0,17821.0,11760.0,10963.0,7172.0,14025.0,16095.0,11941.0,103696.0,NE,70.0,Serves different direction than overlapping sites
"Location (35.0453, -85.2959)",35.04525983184667,-85.29591510791636,85,surface lot,385,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,20727.0,12569.0,17186.0,22286.0,22776.0,17360.0,18271.0,15689.0,146864.0,S,36.03413137384218,High overlap (64.0%) with same-direction sites
"Location (35.0425, -85.1978)",35.04254272993663,-85.19784879265468,85,surface lot,386,False,2026-02-20T14:48:59.464672,OpenStreetMap,9,11630.0,13006.0,14525.0,18625.0,12526.0,13936.0,18226.0,11695.0,114169.0,SE,70.0,Serves different direction than overlapping sites
"Location (35.0470, -85.1537)",35.04703628056034,-85.15369297312434,85,surface lot,387,False,2026-02-20T14:48:59.464672,OpenStreetMap,25,9020.0,11681.0,17711.0,12791.0,19229.0,15917.0,9952.0,13381.0,109682.0,S,26.822774174868734,High overlap (73.2%) with same-direction sites
