zone_id,zone_employment,zone_area_km2,num_pr_sites,nearest_pr_distance_m,coverage_score,weighted_accessibility,has_coverage,coverage_score_raw,coverage_score_normalized,zone_population,is_underserved,service_level
470650103042,11.0,4.349549365436422,0,9999.0,0.0,0.0,False,0.0,0.0,1121.0,False,No Service
470650103043,35.0,4.144179120001655,0,9999.0,0.0,0.0,False,0.0,0.0,1662.0,False,No Service
470650103044,1078.0,3.688393516769794,0,9999.0,0.0,0.0,False,0.0,0.0,0.0,False,No Service
470650103045,14.0,3.843661963281475,0,9999.0,0.0,0.0,False,0.0,0.0,1024.0,False,No Service
470650103051,66.0,7.743810293583536,0,9999.0,0.0,0.0,False,0.0,0.0,1352.0,False,No Service
470650103052,55.0,15.676522416195557,0,9999.0,0.0,0.0,False,0.0,0.0,2500.0,False,No Service
470650103061,222.0,8.245469795443457,0,9999.0,0.0,0.0,False,0.0,0.0,1307.0,False,No Service
470650103062,19.0,5.275383114566055,0,9999.0,0.0,0.0,False,0.0,0.0,777.0,False,No Service
470650103063,245.0,6.337233249283461,0,9999.0,0.0,0.0,False,0.0,0.0,1787.0,False,No Service
470650103081,248.0,8.780904710276012,0,9999.0,0.0,0.0,False,0.0,0.0,1576.0,False,No Service
470650103082,1471.0,2.929577077451414,0,9999.0,0.0,0.0,False,0.0,0.0,1407.0,False,No Service
470650103091,574.0,11.594214469311934,0,9999.0,0.0,0.0,False,0.0,0.0,1501.0,False,No Service
470650103092,208.0,6.015004597404645,0,9999.0,0.0,0.0,False,0.0,0.0,1388.0,False,No Service
470650104111,30.0,1.5143605689796986,4,3723.3005820333356,0.0,0.0,True,0.0,0.0,1907.0,False,No Service
